date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:17:52	32104/32104	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Sep%202026%2013:17:52%20GMT	https://www.susanbuckmorss.info/page/curriculum-vitae/	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/page/curriculum-vitae/index.html	(from https://www.susanbuckmorss.info/)
09:17:52	4721/4721	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2022%20Sep%202026%2013:17:52%20GMT	https://www.susanbuckmorss.info/cdn-cgi/l/email-protection	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/cdn-cgi/l/email-protection	(from https://www.susanbuckmorss.info/)
09:17:53	36864/36864	---M--	200	added ('OK')	application/msword	etag:%2260e3c09-9000-5d35e64423380%22	https://www.susanbuckmorss.info/media/files/benjaminasmethod-fall2021syl.doc	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/benjaminasmethod-fall2021syl.doc	(from https://www.susanbuckmorss.info/)
09:17:53	54272/54272	---M--	200	added ('OK')	application/msword	etag:%2260e3c8d-d400-5d35e6b970840%22	https://www.susanbuckmorss.info/media/files/critical-reason-spring-2021syl.doc	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/critical-reason-spring-2021syl.doc	(from https://www.susanbuckmorss.info/)
09:17:54	55809/55809	---M--	200	added ('OK')	application/vnd.openxmlformats-officedocument.wordprocessingml.document	etag:%2260e3c98-da01-5d3731d8c7f80%22	https://www.susanbuckmorss.info/media/files/democratic-socialism-syllabus-fall-2020.docx	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/democratic-socialism-syllabus-fall-2020.docx	(from https://www.susanbuckmorss.info/)
09:17:54	10476/10476	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:54%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital001sociogram.jpg?w=282&h=207&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital001sociogramcf4b.jpg	(from https://www.susanbuckmorss.info/)
09:17:54	2970/2970	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:54%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital002hierarchicalenterprise.jpg?w=182&h=108&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital002hierarchicalenterprise08b5.jpg	(from https://www.susanbuckmorss.info/)
09:17:54	12249/12249	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:54%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital003nationaleconomy.jpg?w=282&h=192&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital003nationaleconomy17d4.jpg	(from https://www.susanbuckmorss.info/)
09:17:55	10272/10272	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:55%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital004tableaueconomique.jpg?w=182&h=273&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital004tableaueconomique316c.jpg	(from https://www.susanbuckmorss.info/)
09:17:55	16572/16572	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:55%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital005bthreeportraits.jpg?w=282&h=411&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital005bthreeportraits348f.jpg	(from https://www.susanbuckmorss.info/)
09:17:55	18666/18666	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:55%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital005athreeportraits.jpg?w=382&h=292&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital005athreeportraits260c.jpg	(from https://www.susanbuckmorss.info/)
09:17:55	10704/10704	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:55%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital006chartimportexport.jpg?w=282&h=164&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital006chartimportexport1097.jpg	(from https://www.susanbuckmorss.info/)
09:17:55	4758/4758	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:55%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital007chartwheatandwages.jpg?w=182&h=95&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital007chartwheatandwages43a5.jpg	(from https://www.susanbuckmorss.info/)
09:17:56	8412/8412	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:56%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital008cartefigurative.jpg?w=282&h=158&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital008cartefigurative3ec7.jpg	(from https://www.susanbuckmorss.info/)
09:17:56	8034/8034	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:56%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital009supplydemand.jpg?w=182&h=206&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital009supplydemand10ff.jpg	(from https://www.susanbuckmorss.info/)
09:17:56	5211/5211	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:56%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital010leakage.jpg?w=282&h=170&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital010leakageddbd.jpg	(from https://www.susanbuckmorss.info/)
09:17:56	4716/4716	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:56%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital011industrypurchasing1.jpg?w=182&h=118&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital011industrypurchasing19872.jpg	(from https://www.susanbuckmorss.info/)
09:17:56	10640/10640	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202026%2013:17:56%20GMT	https://www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital012industrypurchasing2.jpg?w=282&h=186&c=true	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/directus/media/thumbnails/envisioningcapital012industrypurchasing23dbd.jpg	(from https://www.susanbuckmorss.info/)
09:17:57	59544/59544	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cb6-e898-4e84116360580%22	https://www.susanbuckmorss.info/media/files/envisioningcapital001sociogram.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital001sociogram.jpg	(from https://www.susanbuckmorss.info/)
09:17:57	58451/58451	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cb7-e453-4e84115cb35c0%22	https://www.susanbuckmorss.info/media/files/envisioningcapital002hierarchicalenterprise.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital002hierarchicalenterprise.jpg	(from https://www.susanbuckmorss.info/)
09:17:57	78192/78192	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cb8-13170-4e8411663cc40%22	https://www.susanbuckmorss.info/media/files/envisioningcapital003nationaleconomy.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital003nationaleconomy.jpg	(from https://www.susanbuckmorss.info/)
09:17:57	215323/215323	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cb9-3491b-4e84116360580%22	https://www.susanbuckmorss.info/media/files/envisioningcapital004tableaueconomique.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital004tableaueconomique.jpg	(from https://www.susanbuckmorss.info/)
09:17:57	195493/195493	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cba-2fba5-4e84114d711c0%22	https://www.susanbuckmorss.info/media/files/envisioningcapital005athreeportraits.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital005athreeportraits.jpg	(from https://www.susanbuckmorss.info/)
09:17:58	100814/100814	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cbb-189ce-4e84116730e80%22	https://www.susanbuckmorss.info/media/files/envisioningcapital005bthreeportraits.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital005bthreeportraits.jpg	(from https://www.susanbuckmorss.info/)
09:17:58	109236/109236	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cbd-1aab4-4e841155123c0%22	https://www.susanbuckmorss.info/media/files/envisioningcapital006chartimportexport.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital006chartimportexport.jpg	(from https://www.susanbuckmorss.info/)
09:17:58	95705/95705	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cbe-175d9-4e84116bf59c0%22	https://www.susanbuckmorss.info/media/files/envisioningcapital007chartwheatandwages.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital007chartwheatandwages.jpg	(from https://www.susanbuckmorss.info/)
09:17:58	70776/70776	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cbf-11478-4e84114f59640%22	https://www.susanbuckmorss.info/media/files/envisioningcapital008cartefigurative.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital008cartefigurative.jpg	(from https://www.susanbuckmorss.info/)
09:17:58	168834/168834	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cc0-29382-4e84116ce9c00%22	https://www.susanbuckmorss.info/media/files/envisioningcapital009supplydemand.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital009supplydemand.jpg	(from https://www.susanbuckmorss.info/)
09:17:59	61190/61190	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cc1-ef06-4e84114b88d40%22	https://www.susanbuckmorss.info/media/files/envisioningcapital010leakage.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital010leakage.jpg	(from https://www.susanbuckmorss.info/)
09:17:59	119383/119383	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cc2-1d257-4e84115bbf380%22	https://www.susanbuckmorss.info/media/files/envisioningcapital011industrypurchasing1.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital011industrypurchasing1.jpg	(from https://www.susanbuckmorss.info/)
09:17:59	118668/118668	---M--	200	added ('OK')	image/jpeg	etag:%2260e3cc3-1cf8c-4e841168250c0%22	https://www.susanbuckmorss.info/media/files/envisioningcapital012industrypurchasing2.jpg	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/media/files/envisioningcapital012industrypurchasing2.jpg	(from https://www.susanbuckmorss.info/)
09:18:01	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:17:59%20GMT	http://www.susanbuckmorss.info/constellation/on-walter-benjamins-the-storyteller	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/on-walter-benjamins-the-storyteller.2f.delayed	(from https://www.susanbuckmorss.info/)
09:18:01	13258/13258	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Sep%202026%2013:18:00%20GMT	https://www.susanbuckmorss.info/books/hegel-haiti-and-universal-history/	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/books/hegel-haiti-and-universal-history/index.html	(from https://www.susanbuckmorss.info/)
09:18:01	10123/10123	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Sep%202026%2013:18:00%20GMT	https://www.susanbuckmorss.info/page/about-this-website/	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/page/about-this-website/index.html	(from https://www.susanbuckmorss.info/)
09:18:01	673/673	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:01%20GMT	https://www.susanbuckmorss.info/constellation/on-walter-benjamins-the-storyteller	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/on-walter-benjamins-the-storyteller	(from https://www.susanbuckmorss.info/)
09:18:01	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:01%20GMT	http://www.susanbuckmorss.info/constellation/-new-work	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/-new-work.31.delayed	(from https://www.susanbuckmorss.info/)
09:18:01	12817/12817	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Sep%202026%2013:18:01%20GMT	https://www.susanbuckmorss.info/books/thinking-past-terror/	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/books/thinking-past-terror/index.html	(from https://www.susanbuckmorss.info/)
09:18:02	647/647	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:02%20GMT	https://www.susanbuckmorss.info/constellation/-new-work	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/-new-work	(from https://www.susanbuckmorss.info/)
09:18:02	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:02%20GMT	http://www.susanbuckmorss.info/constellation/note-on-thinking-past-terror	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-thinking-past-terror	(from https://www.susanbuckmorss.info/)
09:18:02	666/666	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:02%20GMT	https://www.susanbuckmorss.info/constellation/note-on-thinking-past-terror	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-thinking-past-terror	(from https://www.susanbuckmorss.info/)
09:18:02	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:02%20GMT	http://www.susanbuckmorss.info/constellation/note-on-the-dialectics-of-seeing	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-the-dialectics-of-seeing	(from https://www.susanbuckmorss.info/)
09:18:02	670/670	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:02%20GMT	https://www.susanbuckmorss.info/constellation/note-on-the-dialectics-of-seeing	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-the-dialectics-of-seeing	(from https://www.susanbuckmorss.info/)
09:18:03	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:03%20GMT	http://www.susanbuckmorss.info/constellation/note-on-hegel-haiti-and-universal-history	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-hegel-haiti-and-universal-history	(from https://www.susanbuckmorss.info/)
09:18:03	679/679	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:03%20GMT	https://www.susanbuckmorss.info/constellation/note-on-hegel-haiti-and-universal-history	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-hegel-haiti-and-universal-history	(from https://www.susanbuckmorss.info/)
09:18:03	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:03%20GMT	http://www.susanbuckmorss.info/constellation/note-on-the-origin-of-negative-dialectics	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-the-origin-of-negative-dialectics	(from https://www.susanbuckmorss.info/)
09:18:03	14144/14144	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Sep%202026%2013:18:03%20GMT	https://www.susanbuckmorss.info/books/dreamworld-and-catastrophe/	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/books/dreamworld-and-catastrophe/index.html	(from https://www.susanbuckmorss.info/)
09:18:03	679/679	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:03%20GMT	https://www.susanbuckmorss.info/constellation/note-on-the-origin-of-negative-dialectics	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/note-on-the-origin-of-negative-dialectics	(from https://www.susanbuckmorss.info/)
09:18:03	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:03%20GMT	http://www.susanbuckmorss.info/constellation/seeing-global	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/seeing-global	(from https://www.susanbuckmorss.info/)
09:18:04	651/651	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:04%20GMT	https://www.susanbuckmorss.info/constellation/seeing-global	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/seeing-global	(from https://www.susanbuckmorss.info/)
09:18:04	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:04%20GMT	http://www.susanbuckmorss.info/constellation/visual-studies--global-imagination	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/visual-studies--global-imagination	(from https://www.susanbuckmorss.info/)
09:18:04	672/672	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:04%20GMT	https://www.susanbuckmorss.info/constellation/visual-studies--global-imagination	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/visual-studies--global-imagination	(from https://www.susanbuckmorss.info/)
09:18:04	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:04%20GMT	http://www.susanbuckmorss.info/constellation/commonist-ethics	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/commonist-ethics	(from https://www.susanbuckmorss.info/)
09:18:05	654/654	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:05%20GMT	https://www.susanbuckmorss.info/constellation/commonist-ethics	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/commonist-ethics	(from https://www.susanbuckmorss.info/)
09:18:05	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:05%20GMT	http://www.susanbuckmorss.info/constellation/the-gift-of-the-past	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/the-gift-of-the-past	(from https://www.susanbuckmorss.info/)
09:18:05	658/658	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:05%20GMT	https://www.susanbuckmorss.info/constellation/the-gift-of-the-past	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/the-gift-of-the-past	(from https://www.susanbuckmorss.info/)
09:18:05	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:05%20GMT	http://www.susanbuckmorss.info/constellation/visual-empire	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/visual-empire	(from https://www.susanbuckmorss.info/)
09:18:05	651/651	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:05%20GMT	https://www.susanbuckmorss.info/constellation/visual-empire	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/visual-empire	(from https://www.susanbuckmorss.info/)
09:18:06	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:06%20GMT	http://www.susanbuckmorss.info/constellation/aesthetics-and-anaesthetics	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/aesthetics-and-anaesthetics	(from https://www.susanbuckmorss.info/)
09:18:06	665/665	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:06%20GMT	https://www.susanbuckmorss.info/constellation/aesthetics-and-anaesthetics	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/aesthetics-and-anaesthetics	(from https://www.susanbuckmorss.info/)
09:18:06	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:06%20GMT	http://www.susanbuckmorss.info/constellation/the-city-as-dreamworld-and-catastrophe	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/the-city-as-dreamworld-and-catastrophe	(from https://www.susanbuckmorss.info/)
09:18:06	676/676	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:06%20GMT	https://www.susanbuckmorss.info/constellation/the-city-as-dreamworld-and-catastrophe	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/the-city-as-dreamworld-and-catastrophe	(from https://www.susanbuckmorss.info/)
09:18:06	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:06%20GMT	http://www.susanbuckmorss.info/constellation/envisioning-capital	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/envisioning-capital	(from https://www.susanbuckmorss.info/)
09:18:07	657/657	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:07%20GMT	https://www.susanbuckmorss.info/constellation/envisioning-capital	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/constellation/envisioning-capital	(from https://www.susanbuckmorss.info/)
09:18:07	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202026%2013:18:07%20GMT	http://www.susanbuckmorss.info/text/envisioning-capital	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/text/envisioning-capital	(from https://www.susanbuckmorss.info/)
09:18:07	648/648	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Sep%202026%2013:18:07%20GMT	https://www.susanbuckmorss.info/text/envisioning-capital	/Users/avrieallen/websites/Susan/www.susanbuckmorss.info/text/envisioning-capital	(from https://www.susanbuckmorss.info/)
